Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Egypt, Arab Rep.",EGY,1996,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,138.231
"Egypt, Arab Rep.",EGY,1995,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,139.07
"Egypt, Arab Rep.",EGY,1994,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,139.908
"Egypt, Arab Rep.",EGY,1993,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,140.747
"Egypt, Arab Rep.",EGY,1992,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,141.586
"Egypt, Arab Rep.",EGY,1991,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,142.621
"Egypt, Arab Rep.",EGY,1990,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,143.655
"Egypt, Arab Rep.",EGY,1989,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,144.69
"Egypt, Arab Rep.",EGY,1988,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,145.725
"Egypt, Arab Rep.",EGY,1987,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,146.759
"Egypt, Arab Rep.",EGY,1986,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,147.876
"Egypt, Arab Rep.",EGY,1985,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,148.992
"Egypt, Arab Rep.",EGY,1984,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,150.108
"Egypt, Arab Rep.",EGY,1983,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,151.224
"Egypt, Arab Rep.",EGY,1982,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,152.34
"Egypt, Arab Rep.",EGY,1981,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,153.511
"Egypt, Arab Rep.",EGY,1980,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,154.681
"Egypt, Arab Rep.",EGY,1979,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,155.851
"Egypt, Arab Rep.",EGY,1978,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,157.022
"Egypt, Arab Rep.",EGY,1977,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,158.192
"Egypt, Arab Rep.",EGY,1976,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,159.464
"Egypt, Arab Rep.",EGY,1975,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,160.737
"Egypt, Arab Rep.",EGY,1974,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,162.009
"Egypt, Arab Rep.",EGY,1973,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,163.281
"Egypt, Arab Rep.",EGY,1972,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,164.553
"Egypt, Arab Rep.",EGY,1971,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,166.032
"Egypt, Arab Rep.",EGY,1970,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,167.511
"Egypt, Arab Rep.",EGY,1969,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,168.99
"Egypt, Arab Rep.",EGY,1968,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,170.468
"Egypt, Arab Rep.",EGY,1967,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,171.947
"Egypt, Arab Rep.",EGY,1966,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,173.655
"Egypt, Arab Rep.",EGY,1965,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,175.362
"Egypt, Arab Rep.",EGY,1964,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,177.07
"Egypt, Arab Rep.",EGY,1963,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,178.777
"Egypt, Arab Rep.",EGY,1962,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,180.485
"Egypt, Arab Rep.",EGY,1961,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,182.195
"Egypt, Arab Rep.",EGY,1960,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,183.905
"Egypt, Arab Rep.",EGY,2019,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,181.017
"Egypt, Arab Rep.",EGY,2018,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,182.7
"Egypt, Arab Rep.",EGY,2017,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,184.422
"Egypt, Arab Rep.",EGY,2016,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,186.231
"Egypt, Arab Rep.",EGY,2015,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,188.04
"Egypt, Arab Rep.",EGY,2014,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,189.85
"Egypt, Arab Rep.",EGY,2013,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,191.659
"Egypt, Arab Rep.",EGY,2012,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,193.468
"Egypt, Arab Rep.",EGY,2011,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,195.894
"Egypt, Arab Rep.",EGY,2010,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,198.319
"Egypt, Arab Rep.",EGY,2009,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.745
"Egypt, Arab Rep.",EGY,2008,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,203.17
"Egypt, Arab Rep.",EGY,2007,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,205.596
"Egypt, Arab Rep.",EGY,2006,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,207.348
"Egypt, Arab Rep.",EGY,2005,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,209.101
"Egypt, Arab Rep.",EGY,2004,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,210.853
"Egypt, Arab Rep.",EGY,2003,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,212.606
"Egypt, Arab Rep.",EGY,2002,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.358
"Egypt, Arab Rep.",EGY,2001,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,215.608
"Egypt, Arab Rep.",EGY,2000,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,216.858
"Egypt, Arab Rep.",EGY,1999,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,218.108
"Egypt, Arab Rep.",EGY,1998,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,219.359
"Egypt, Arab Rep.",EGY,1997,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,220.609
"Egypt, Arab Rep.",EGY,1996,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,222.074
"Egypt, Arab Rep.",EGY,1995,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,223.539
"Egypt, Arab Rep.",EGY,1994,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,225.004
"Egypt, Arab Rep.",EGY,1993,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,226.47
"Egypt, Arab Rep.",EGY,1992,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,227.935
"Egypt, Arab Rep.",EGY,1991,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,229.392
"Egypt, Arab Rep.",EGY,1990,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,230.848
"Egypt, Arab Rep.",EGY,1989,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,232.305
"Egypt, Arab Rep.",EGY,1988,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,233.762
"Egypt, Arab Rep.",EGY,1987,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,235.219
"Egypt, Arab Rep.",EGY,1986,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,236.936
"Egypt, Arab Rep.",EGY,1985,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,238.654
"Egypt, Arab Rep.",EGY,1984,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,240.371
"Egypt, Arab Rep.",EGY,1983,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,242.088
"Egypt, Arab Rep.",EGY,1982,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.806
"Egypt, Arab Rep.",EGY,1981,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,245.738
"Egypt, Arab Rep.",EGY,1980,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,247.671
"Egypt, Arab Rep.",EGY,1979,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,249.603
"Egypt, Arab Rep.",EGY,1978,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,251.536
"Egypt, Arab Rep.",EGY,1977,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,253.468
"Egypt, Arab Rep.",EGY,1976,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,255.452
"Egypt, Arab Rep.",EGY,1975,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,257.437
"Egypt, Arab Rep.",EGY,1974,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,259.421
"Egypt, Arab Rep.",EGY,1973,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,261.405
"Egypt, Arab Rep.",EGY,1972,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,263.389
"Egypt, Arab Rep.",EGY,1971,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,265.293
"Egypt, Arab Rep.",EGY,1970,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,267.196
"Egypt, Arab Rep.",EGY,1969,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,269.1
"Egypt, Arab Rep.",EGY,1968,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,271.004
"Egypt, Arab Rep.",EGY,1967,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,272.908
"Egypt, Arab Rep.",EGY,1966,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,274.885
"Egypt, Arab Rep.",EGY,1965,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,276.863
"Egypt, Arab Rep.",EGY,1964,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,278.841
"Egypt, Arab Rep.",EGY,1963,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,280.818
"Egypt, Arab Rep.",EGY,1962,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,282.796
"Egypt, Arab Rep.",EGY,1961,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,284.746
"Egypt, Arab Rep.",EGY,1960,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,286.696
"Egypt, Arab Rep.",EGY,2019,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.708
"Egypt, Arab Rep.",EGY,2018,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.379
"Egypt, Arab Rep.",EGY,2017,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.05
"Egypt, Arab Rep.",EGY,2016,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.677
"Egypt, Arab Rep.",EGY,2015,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.182
"Egypt, Arab Rep.",EGY,2014,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.475
"Egypt, Arab Rep.",EGY,2013,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.518
"Egypt, Arab Rep.",EGY,2012,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.308
"Egypt, Arab Rep.",EGY,2011,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.871
"Egypt, Arab Rep.",EGY,2010,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.266
"Egypt, Arab Rep.",EGY,2009,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.584
"Egypt, Arab Rep.",EGY,2008,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.93
"Egypt, Arab Rep.",EGY,2007,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.393
"Egypt, Arab Rep.",EGY,2006,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.024
"Egypt, Arab Rep.",EGY,2005,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.849
"Egypt, Arab Rep.",EGY,2004,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.864
"Egypt, Arab Rep.",EGY,2003,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.015
"Egypt, Arab Rep.",EGY,2002,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.258
"Egypt, Arab Rep.",EGY,2001,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.578
"Egypt, Arab Rep.",EGY,2000,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.958
"Egypt, Arab Rep.",EGY,1999,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.381
"Egypt, Arab Rep.",EGY,1998,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.845
"Egypt, Arab Rep.",EGY,1997,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.352
"Egypt, Arab Rep.",EGY,1996,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.903
"Egypt, Arab Rep.",EGY,1995,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.526
"Egypt, Arab Rep.",EGY,1994,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.256
"Egypt, Arab Rep.",EGY,1993,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.11
"Egypt, Arab Rep.",EGY,1992,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.08
"Egypt, Arab Rep.",EGY,1991,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.141
"Egypt, Arab Rep.",EGY,1990,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.249
"Egypt, Arab Rep.",EGY,1989,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.352
"Egypt, Arab Rep.",EGY,1988,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.393
"Egypt, Arab Rep.",EGY,1987,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.325
"Egypt, Arab Rep.",EGY,1986,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.118
"Egypt, Arab Rep.",EGY,1985,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.749
"Egypt, Arab Rep.",EGY,1984,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.211
"Egypt, Arab Rep.",EGY,1983,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.537
"Egypt, Arab Rep.",EGY,1982,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.763
"Egypt, Arab Rep.",EGY,1981,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.914
"Egypt, Arab Rep.",EGY,1980,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.017
"Egypt, Arab Rep.",EGY,1979,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.098
"Egypt, Arab Rep.",EGY,1978,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.179
"Egypt, Arab Rep.",EGY,1977,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.286
"Egypt, Arab Rep.",EGY,1976,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.44
"Egypt, Arab Rep.",EGY,1975,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.661
"Egypt, Arab Rep.",EGY,1974,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.962
"Egypt, Arab Rep.",EGY,1973,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.332
"Egypt, Arab Rep.",EGY,1972,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.76
"Egypt, Arab Rep.",EGY,1971,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.235
"Egypt, Arab Rep.",EGY,1970,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.741
"Egypt, Arab Rep.",EGY,1969,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.255
"Egypt, Arab Rep.",EGY,1968,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.759
"Egypt, Arab Rep.",EGY,1967,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.245
"Egypt, Arab Rep.",EGY,1966,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.71
"Egypt, Arab Rep.",EGY,1965,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,44.167
"Egypt, Arab Rep.",EGY,1964,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,44.637
"Egypt, Arab Rep.",EGY,1963,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.141
"Egypt, Arab Rep.",EGY,1962,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.691
"Egypt, Arab Rep.",EGY,1961,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.287
"Egypt, Arab Rep.",EGY,1960,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.919
"Egypt, Arab Rep.",EGY,2019,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.778
"Egypt, Arab Rep.",EGY,2018,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.817
"Egypt, Arab Rep.",EGY,2017,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.863
"Egypt, Arab Rep.",EGY,2016,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.915
"Egypt, Arab Rep.",EGY,2015,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.971
"Egypt, Arab Rep.",EGY,2014,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.027
"Egypt, Arab Rep.",EGY,2013,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.081
"Egypt, Arab Rep.",EGY,2012,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.132
"Egypt, Arab Rep.",EGY,2011,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.178
"Egypt, Arab Rep.",EGY,2010,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.218
"Egypt, Arab Rep.",EGY,2009,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.252
"Egypt, Arab Rep.",EGY,2008,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.283
"Egypt, Arab Rep.",EGY,2007,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.313
"Egypt, Arab Rep.",EGY,2006,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.342
"Egypt, Arab Rep.",EGY,2005,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.371
"Egypt, Arab Rep.",EGY,2004,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.398
"Egypt, Arab Rep.",EGY,2003,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.425
"Egypt, Arab Rep.",EGY,2002,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.455
"Egypt, Arab Rep.",EGY,2001,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.493
"Egypt, Arab Rep.",EGY,2000,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.548
"Egypt, Arab Rep.",EGY,1999,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.628
"Egypt, Arab Rep.",EGY,1998,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.737
"Egypt, Arab Rep.",EGY,1997,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.879
"Egypt, Arab Rep.",EGY,1996,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.054
"Egypt, Arab Rep.",EGY,1995,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.255
"Egypt, Arab Rep.",EGY,1994,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.475
"Egypt, Arab Rep.",EGY,1993,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.705
"Egypt, Arab Rep.",EGY,1992,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.939
"Egypt, Arab Rep.",EGY,1991,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.18
"Egypt, Arab Rep.",EGY,1990,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.434
"Egypt, Arab Rep.",EGY,1989,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.713
"Egypt, Arab Rep.",EGY,1988,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.027
"Egypt, Arab Rep.",EGY,1987,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.377
"Egypt, Arab Rep.",EGY,1986,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.762
"Egypt, Arab Rep.",EGY,1985,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.169
"Egypt, Arab Rep.",EGY,1984,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.583
"Egypt, Arab Rep.",EGY,1983,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.988
"Egypt, Arab Rep.",EGY,1982,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.377
"Egypt, Arab Rep.",EGY,1981,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.747
"Egypt, Arab Rep.",EGY,1980,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.108
"Egypt, Arab Rep.",EGY,1979,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.478
"Egypt, Arab Rep.",EGY,1978,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.872
"Egypt, Arab Rep.",EGY,1977,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.295
"Egypt, Arab Rep.",EGY,1976,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.743
"Egypt, Arab Rep.",EGY,1975,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.199
"Egypt, Arab Rep.",EGY,1974,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.639
"Egypt, Arab Rep.",EGY,1973,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.042
"Egypt, Arab Rep.",EGY,1972,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.397
"Egypt, Arab Rep.",EGY,1971,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.703
"Egypt, Arab Rep.",EGY,1970,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.968
"Egypt, Arab Rep.",EGY,1969,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.208
"Egypt, Arab Rep.",EGY,1968,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.446
"Egypt, Arab Rep.",EGY,1967,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.703
"Egypt, Arab Rep.",EGY,1966,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.992
"Egypt, Arab Rep.",EGY,1965,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.315
"Egypt, Arab Rep.",EGY,1964,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.668
"Egypt, Arab Rep.",EGY,1963,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.044
"Egypt, Arab Rep.",EGY,1962,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.445
"Egypt, Arab Rep.",EGY,1961,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.879
"Egypt, Arab Rep.",EGY,1960,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.358
"Egypt, Arab Rep.",EGY,2014,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,56.9
"Egypt, Arab Rep.",EGY,2008,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,57.6
"Egypt, Arab Rep.",EGY,2005,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,56.5
"Egypt, Arab Rep.",EGY,2003,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,56.6
"Egypt, Arab Rep.",EGY,2000,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,53.9
"Egypt, Arab Rep.",EGY,1998,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,51.8
"Egypt, Arab Rep.",EGY,1997,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,51.8
"Egypt, Arab Rep.",EGY,1996,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,45.5
"Egypt, Arab Rep.",EGY,1995,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,45.5
"Egypt, Arab Rep.",EGY,1993,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,44.8
